假名	词性	汉字	含义
プラカード	名词	プラカード	标牌语
ワゴンしゃ	名词	ワゴン車	客货两用汽车
とうちゃく	名词	到着	到达，抵达
はいぐう	名词	配偶	配偶
かみなり	名词	雷	雷
はめ	名词	羽目	地步，窘境
じょうきょうする	名词	上京	到东京去，进京
あげく	名词	挙句	结果，最后
おちめ	名词	落ち目	败运，倒霉
えいがか	名词	映画化	拍成电影
ピンチ	名词	ピンチ	危机，危急
いき	名词	意気	气势，气概
こぎって	名词	小切手	支票
がく	名词	額	金额，数量
ねんがん	名词	念願	多年的心愿，愿望
はっそく	名词	発足	（团体会议等）开始活动
こころづよい	名词	心強い	强有力，有信心
わ	名词	輪	环，圆圈
OB	名词	OB	前辈，校友，以前毕业生
しんりょう	名词	診療	诊疗
いりょうひ	名词	医療費	医疗费
しか	名词	歯科	齿科
いんちょう	名词	院長	院长
けんさ	代词	検査	检查
なっとく	名词	納得	接受，理解
とほ	名词	徒歩	徒步
トラック	名词	トラック	卡车
はんい	名词	範囲	范围
かいふく	名词	回復	恢复
ばんかん	名词	万感	万感
てんぼう	名词	展望	展望，嘹望
きょうどうせいめい	名词	共同声明	共同声明
せんげん	名词	宣言	宣布，宣言
みのり	名词	実り	成熟，成果
じょうやく	名词	条約	条约
きそ	名词	基礎	基础
そうご	名词	相互	相互
かくだい	名词	拡大	扩大，扩展
ふかまる	名词	深まる	加深，变深
ぼうえきがく	名词	貿易額	贸易额
いちいたいすい	名词	一衣帯水	一衣带水
りんごく	名词	隣国	邻邦，邻国
せいき	名词	世紀	世纪
ぜんと	名词	前途	前途
ぶもん	名词	部門	部门
せきにんしゃ	名词	責任者	负责人
ほんし	名词	本誌	本刊
こっこうせいじょうか	名词	国交正常化	邦交正常化
とくしゅう	名词	特集	特集
きょうてい	名词	協定	协定
ちょういん	名词	調印	签字
だいいっぽ	名词	第一歩	第一步
はんかんはんみん	名词	半官半民	半官半民
そうごう	名词	総合	综合
おぼえがき	名词	覚書	备忘录
ようすいろ	名词	用水路	水渠
よびみず	名词	呼び水	（诱发某件事发生的）开端；泵的起动水
きねんび	名词	記念日	纪念日
せいか	名词	成果	成果，成就
だんかい	名词	段階	阶段
けいざいかい	名词	経済界	经济界
しゅうち	名词	周知	众所周知
ろうどうりょく	名词	労働力	劳动力
レベル	名词	レベル	水平
とぼしい	名词	乏しい	缺乏，不足
しきんりょく	名词	資金力	资金能力
かんり	名词	管理	管理
のうりょく	名词	能力	能力
とくちょう	名词	特長	特长
りえき	名词	利益	利益
のぞましい	名词	望ましい	最好，最理想
せせだいだい	名词	世世代代	世世代代
よろこばしい	名词	喜ばしい	可喜的
みんかんじん	名词	民間人	在野人士
まえむき	名词	前向き	面向正面，向前看
そうほう	名词	双方	双方
ゆうり	名词	有利	有利
きゅうぞう	名词	急増	陡增，骤增
きょくせつ	名词	曲折	弯曲，曲折，（情况）错综复杂
しょうめい	名词	証明	证明
りょうほう	名词	両方	两者，双方；两边
しょうがい	名词	障害	残障，障碍；妨碍
はいじょ	名词	排除	排除，消除
むじゅん	名词	矛盾	矛盾
とかい	名词	渡海	渡海，航海
しき	名词	史記	史记
でんせつ	名词	伝説	传说
しこうてい	名词	始皇帝	始皇
ちょうじゅ	名词	長寿	长寿
せんやく	名词	仙薬	长生不老药
しんざん	名词	神山	祭神的山，神仙住的山
はくがくたさい	名词	博学多才	博学多才
こうかい	名词	航海	航海，航行
いやく	名词	医薬	药品，原料和药剂
がくしき	名词	学識	学识
ひょうりゅう	名词	漂流	漂流
すえ	名词	末	结果；末尾，末了，结尾
じょうりく	名词	上陸	登陆
せんじゅう	名词	先住	原住，土著
のうこう	名词	農耕	耕作，种田
きゅうきょ	名词	旧居	故居
ぞうせんじょ	名词	造船所	船厂
ふっかつ	名词	復活	复活，复辟
はんきょう	名词	反響	反响，反应；回音
まご	名词	孫	孙子，孙女
せんぞ	名词	先祖	先祖，祖先
せい	名词	姓	姓
せんごくじだい	名词	戦国時代	战国时期
たたかい	名词	戦い	战争，战斗
おやこ	名词	親子	父母和子女
じっか	名词	実家	娘家
そうきょ	名词	壮挙	壮举
ひなん	名词	避難	避难
ちょうばつ	名词	懲罰	惩罚
たんけん	名词	探険	探险
じょうりくち	名词	上陸地	登陆地
きねんひ	名词	記念碑	纪念碑
しそん	名词	子孫	子孙
ぼうふうう	名词	暴風雨	暴风雨
ちりちり	名词	散り散り	四散，离散
もうしつけ	名词	申し付け	命令，吩咐
わらじ	名词	わらじ	草鞋
かいがん	名词	海岸	海岸
かくれる	名词	隠れる	躲藏，隐藏
いちゅう	名词	意中	意中
ぶんめいかいか	名词	文明開化	文明开化
しゅっしんち	名词	出身地	出身地
あらそい	名词	争い	争论；竞争
くうかい	名词	空海	日本平安初期的僧侣
おさない	名词	幼い	幼小，年幼；幼稚
しんどう	名词	神童	神童
ぶつもん	名词	仏門	佛门，佛道
けんとうし	名词	遣唐使	（奈良时代至平安时代日本向中国派遣的）遣唐使
めいそう	名词	名僧	名僧，高僧
みっきょう	名词	密教	密教
でんじゅ	名词	伝授	传授
ほとけ	名词	仏	佛，佛像
ぶんじんぼっかく	名词	文人墨客	文人墨客
いろはうた	名词	いろは歌	伊侣波歌
きゅうでん	名词	宮殿	宫殿
へきめん	名词	壁面	墙面
しょ	名词	書	书法，书信
きごう	名词	揮毫	挥毫，写字，绘画
はそん	名词	破損	破损，破坏
ひっせい	名词	筆勢	笔势
しゅうふく	名词	修復	修复
こうてい	名词	皇帝	皇帝
ごひつおしょう	名词	五筆和尚	五笔和尚
ごう	名词	号	号
しんごん	名词	真言	（佛教）真言，咒文
しんごんみっきょう	名词	真言密教	真言密教
かいそ	名词	開祖	鼻祖。（某寺院的）开山鼻祖
きよ	名词	寄与	做出贡献，有助于…
にゅうめつ	名词	入滅	（佛教）圆寂
てんのう	名词	天皇	天皇
こうぼうだいし	名词	弘法大師	弘法大师
しごう	名词	謚号	谥号
ちゅうごくじん	名词	中国人	中国人
にほんじん	名词	日本人	日本人
かんこくじん	名词	韓国人	韩国人
アメリカじん	名词	アメリカ人	美国人
フランスじん	名词	フランス人	法国人
がくせい	代词	学生	学生
せんせい	代词	先生	医师（对医生的称呼）
りゅうがくせい	代词	留学生	留学生
きょうじゅ	名词	教授	教授
しゃいん	代词	社員	～公司的职员（和公司名称一起使用）
かいしゃいん	代词	会社員	公司职员
てんいん	名词	店員	店员
けんしゅうせい	名词	研修生	进修生
きぎょう	名词	企業	企业
だいがく	代词	大学	大学
ちち	代词	父	家父
かちょう	代词	課長	课长，科长
しゃちょう	代词	社長	总经理，社长
でむかえ	名词	出迎え	迎接
あのひと	代词	あの人	他，她，那个人
わたし	代词	わたし	我
あなた	代词	あなた	你，妳
はい	代词	はい	是，对
いいえ	代词	いいえ	不，不是
もり	名词	森	丛林，森林
はやし	名词	林	林，树林
ほん	代词	本	书本，书籍
かばん	代词	かばん	书包，手提包，皮包
ノート	代词	ノート	笔记本
えんぴつ	代词	鉛筆	铅笔
かさ	代词	傘	伞
くつ	代词	靴	鞋子
しんぶん	代词	新聞	报纸
ざっし	代词	雑誌	杂志
じしょ	代词	辞書	词典
カメラ	代词	カメラ	照相机
テレビ	代词	テレビ	电视
パソコン	代词	パソコン	个人电脑
ラジオ	代词	ラジオ	收音机
でんわ	代词	電話	电话，电话呼叫
つくえ	代词	机	桌子
いす	代词	いす	椅子
かぎ	代词	かぎ	钥匙
とけい	代词	時計	钟表
てちょう	代词	手帳	记事本
しゃしん	代词	写真	相片
くるま	代词	車	汽车
じてんしゃ	代词	自転車	自行车，脚踏车
おみやげ	名词	お土産	礼物
めいさんひん	名词	名産品	特产，名产
シルク	名词	シルク	丝绸
ハンカチ	名词	ハンカチ	手绢
かいしゃ	代词	会社	公司
かた	名词	方	方，方面
ひと	代词	人	人
かぞく	代词	家族	家人，家属
はは	代词	母	家母
おかあさん	代词	お母さん	（他人的）母亲
にほんご	代词	日本語	日语
ちゅうごくご	名词	中国語	汉语，中文
これ	代词	これ	这（事物近己方）
それ	代词	それ	那（事物近对方）
あれ	代词	あれ	那（事物在远方）
どれ	代词	どれ	哪个
なに	代词	何	什么
だれ	代词	だれ	谁
どなた	代词	どなた	哪位
ええ	代词	ええ	是，嗯（表赞同）
デパート	代词	デパート	百货公司
しょくどう	代词	食堂	餐厅，食堂
ゆうびんきょく	代词	郵便局	邮局
ぎんこう	代词	銀行	银行
としょかん	代词	図書館	图书馆
マンション	名词	マンション	(高级）公寓
ホテル	代词	ホテル	饭店，旅馆
コンビニ	名词	コンビニ	便利店
きっさてん	代词	喫茶店	咖啡馆
びょういん	代词	病院	医院
ほんや	代词	本屋	书店
レストラン	代词	レストラン	餐厅
ビル	代词	ビル	大厦，大楼
たてもの	名词	建物	大楼，建筑物
うりば	代词	売り場	柜台，卖场
トイレ	名词	トイレ	厕所，盥洗室
いりぐち	名词	入り口	入口
じむしょ	代词	事務所	办公室
うけつけ	代词	受付	传达室，接待
バーゲンかいじょう	名词	バーゲン会場	降价处理大卖场
エスカレーター	名词	エスカレーター	自动扶梯
ふく	代词	服	衣服
コート	代词	コート	大衣，外套
デジカメ	名词	デジカメ	数码相机
くに	名词	国	国，国家
ちず	代词	地図	地图
となり	代词	隣	隔壁，旁边
しゅうへん	名词	周辺	附近，周边
きょう	名词	今日	今天
すいようび	代词	水曜日	星期三
もくようび	代词	木曜日	星期四
そこ	代词	そこ	那里，那个地方
あそこ	代词	あそこ	那里，那个地方
こちら	代词	こちら	这边（“ここ”的礼貌形）
そちら	代词	そちら	那里
あちら	代词	あちら	那边（“あちら”的礼貌形）
どこ	代词	どこ	哪里，哪个地方
どちら	代词	どちら	哪边（自二选一）
あのう	代词	あのう	嗯（用于表示躊躇）
いくら	代词	いくら	多少钱
へや	代词	部屋	房间
ほんだな	名词	本棚	书架
ベッド	名词	ベッド	床
ねこ	代词	猫	猫
いぬ	代词	犬	狗
はこ	代词	箱	盒子
めがね	代词	眼鏡	眼镜
ビデオ	代词	ビデオ	录影带，录影机
サッカーボール	名词	サッカーボール	足球
にわ	代词	庭	院子
いえ	名词	家	家
いま	名词	居間	起居室
れいぞうこ	代词	冷蔵庫	冰箱
かべ	名词	壁	墙壁
スイッチ	代词	スイッチ	开关
ビール	代词	ビール	啤酒
ウイスキー	名词	ウイスキー	威士忌
こども	名词	子供	孩子，小孩
きょうだい	代词	兄弟	兄弟姐妹
りょうしん	代词	両親	双亲
いもうと	代词	妹	（我）妹妹
おとこ	名词	男	男
おんな	名词	女	女
せいと	名词	生徒	学生
うえ	代词	上	上，上面
そと	代词	外	外面
なか	代词	中	里面，中间
した	代词	下	下，下面
まえ	代词	前	前，前面
うしろ	名词	後ろ	后，后面
ちかく	代词	近く	附近
ばしょ	名词	場所	所在地，地方，场所
きょうしつ	代词	教室	教室
かいぎしつ	代词	会議室	会议室
としょしつ	名词	図書室	图书室
こうえん	代词	公園	公园
はなや	名词	花屋	花店
ばいてん	名词	売店	小卖部，售货亭
えき	代词	駅	车站;火车站
ちかてつ	代词	地下鉄	地下铁
き	名词	樹	树，树木
ひとりぐらし	名词	一人暮らし	单身生活
あります	代词	あります	【自动词・五段/一类】 偶遇，碰见；遭遇，碰上不愉快的事情
います	代词	います	在〔日本〕［にほんに～］［日本に～］
いま	代词	今	现在
せんしゅう	代词	先週	上周，上星期
らいしゅう	代词	来週	下周，下星期
さらいしゅう	名词	さ来週	下下个星期
こんしゅう	代词	今週	本周，这星期
さくじつ	名词	昨日	昨天
あす	名词	明日	明天
あさって	代词	あさって	后天
おととい	代词	おととい	前天
まいにち	代词	毎日	每天
まいあさ	代词	毎朝	每天早上
まいばん	代词	毎晩	每天晚上
まいしゅう	名词	毎週	每个星期
ごぜん	名词	午前	上午
ごご	名词	午後/ピーエム	下午
にちようび	代词	日曜日	星期天
げつようび	代词	月曜日	星期一
かようび	代词	火曜日	星期二
きんようび	代词	金曜日	星期五
どようび	代词	土曜日	星期六
けさ	名词	今朝	今天早晨
こんばん	代词	今晩	今天晚上
らいねん	代词	来年	明年
きょねん	代词	去年	去年
よる	名词	夜	晚上，夜里，夜晚
ばん	名词	晩	晚上
あさ	代词	朝	早上
がっこう	代词	学校	学校
しけん	代词	試験	考试
しごと	名词	仕事	工作
ちこく	名词	遅刻	迟到
やすみ	代词	休み	休息，休假
しゅっちょう	名词	出張	出差
けんしゅう	名词	研修	进修
りょこう	名词	旅行	旅行
てんらんかい	名词	展覧会	展览会
かんげいかい	名词	歓迎会	欢迎会
パーティー	代词	パーティー	舞会，餐会（～をします：办舞会）
おたく	名词	お宅	贵府,府上;家
いつ	代词	いつ	什么时候
やすみます	代词	休みます	向〔公司〕请假［かいしゃを～］［会社を～］
はたらきます	代词	働きます	工作
おわります	代词	終わります	结束
おきます	代词	起きます	起床，起来
ねます	代词	寝ます	睡觉，就寝
べんきょうします	代词	勉強します	念书，用功
いつも	代词	いつも	总是
らいげつ	代词	来月	下个月
せんげつ	代词	先月	上个月
よなか	名词	夜中	午夜，半夜
ゆうべ	名词	ゆうべ	昨天晚上
コンサート	代词	コンサート	音乐会，演奏会
クリスマス	代词	クリスマス	圣诞节
たんじょうび	代词	誕生日	生日
こどものひ	名词	こどもの日	儿童节
なつやすみ	名词	夏休み	暑假
こうつうきかん	名词	交通機関	交通工具
しんかんせん	代词	新幹線	新干线
ひこうき	代词	飛行機	飞机
フェリー	名词	フェリー	渡轮
でんしゃ	代词	電車	电车
バス	代词	バス	公车，巴士
タクシー	代词	タクシー	计程车
びじゅつかん	代词	美術館	美术馆
アパート	名词	アパート	公寓
うち	代词	うち	家，房子
プール	代词	プール	游泳池
ともだち	代词	友達	朋友
おとうと	代词	弟	（我）弟弟
いきます	代词	行きます	去
かえります	代词	帰ります	回家，回去
きます	代词	来ます	来
いっしょに	代词	いっしょに	一起
あるいて	代词	歩いて	步行
コーヒー	代词	コーヒー	咖啡
コーラ	名词	コーラ	可乐
おちゃ	代词	お茶	茶道
ワイン	代词	ワイン	葡萄酒
パン	代词	パン	面包
ケーキ	名词	ケーキ	蛋糕
おかゆ	名词	お粥	粥
ひるごはん	名词	昼ご飯	午饭
おべんとう	名词	お弁当	盒饭
そば	名词	そば	荞麦面
うどん	名词	うどん	面条
おやこどん	名词	親子丼	鸡肉鸡蛋盖饭
カレー	名词	カレー	咖喱（饭）
たまご	代词	卵	鸡蛋
チーズ	名词	チーズ	茄—子（音）
リンゴ	名词	リンゴ	苹果
イチゴ	名词	イチゴ	草莓
そばや	名词	そば屋	荞麦面馆
テニス	代词	テニス	网球（～をします：打网球）
ジョギング	代词	ジョギング	慢跑（～をします：慢跑）
サッカー	代词	サッカー	足球（～をします：踢足球）
やきゅう	代词	野球	棒球（～をします：打棒球）
もうしこみしょ	名词	申込書	申请书
てがみ	代词	手紙	信
シーディー	名词	ＣＤ	CD
おんがく	代词	音楽	音乐
えいが	代词	映画	电影
どうぶつえん	名词	動物園	动物园
パンダ	名词	パンダ	熊猫
のみます	代词	飲みます	吃（药）、服（药）［くすりを～］［薬を～］
かいます	代词	買います	购买
とります	代词	撮ります	拍（照），（摄影）［しゃしんを～］［写真を～］
かきます	代词	書きます	书写
よみます	代词	読みます	阅读
ききます	代词	聞きます	问〔老师〕［せんせいに～］［先生に～］
たべます	代词	食べます	吃
みます	代词	見ます	看
します	代词	します	做
そうじします	代词	掃除します	打扫
これから	代词	これから	从现在起，这就
プレゼント	代词	プレゼント	礼物
チケット	代词	チケット	票
パンフレット	名词	パンフレット	小册子
きねんひん	名词	記念品	纪念品
スケジュールひょう	名词	スケジュール表	日程表
しゃしんしゅう	名词	写真集	影集
はな	代词	花	花
おかね	代词	お金	钱
ボールペン	代词	ボールペン	原子笔
しゅくだい	代词	宿題	作业（～をします：做作业）
こうくうびん	名词	航空便	航空邮件
そくたつ	代词	速達	限时信
ファックス	名词	ファックス	传真
メール	名词	メール	邮件
でんわばんごう	名词	電話番号	电话号码
じゅうしょ	代词	住所	地址，住址
なまえ	代词	名前	名字，姓名
けん	名词	件	事件，事情
しんぶんし	名词	新聞紙	报纸
かみひこうき	名词	紙飛行機	纸折的飞机
チョコレート	代词	チョコレート	巧克力
アイスクリーム	代词	アイスクリーム	冰淇淋
こむぎこ	名词	小麦粉	面粉
はし	代词	はし	筷子
スプーン	代词	スプーン	汤匙
おにいさん	代词	お兄さん	（他人的）哥哥
かんこくご	名词	韓国語	韩语
ゆうがた	名词	夕方	傍晚
ひるやすみ	代词	昼休み	午休
もらいます	代词	もらいます	接受，得到
あいます	代词	会います	遇见，碰见（朋友）［ともだちに～］［友達に～］
おくります	代词	送ります	送〔人〕［ひとを～］［人を～］
だします	代词	出します	提交〔报告〕［レポートを～］
かします	代词	貸します	借（出）
ならいます	代词	習います	学习
あげます	代词	あげます	给，送
かけます	代词	かけます	戴〔眼镜〕［めがねを～］［眼鏡を～］
かります	代词	借ります	借（入）
おしえます	代词	教えます	告诉〔地址〕［じゅうしょを～］［住所を～］
もう	代词	もう	已经
りょうり	代词	料理	料理，菜
しせんりょうり	名词	四川料理	四川菜
スープ	名词	スープ	汤
ぺキンダック	名词	北京ダック	北京烤鸭
たべもの	代词	食べ物	食物
すきやき	代词	すき焼き	鸡素烧（牛肉和蔬菜的火锅）
おんせん	名词	温泉	温泉
おゆ	名词	お湯	热水，开水
みず	代词	水	水
ゆかた	名词	浴衣	浴衣，夏季和服
ながめ	名词	眺め	景色，风景
くすり	代词	薬	药
てんき	代词	天気	天气
うみ	代词	海	海
やま	代词	山	山
かみ	代词	紙	纸
ニュース	代词	ニュース	新闻
じょせい	名词	女性	女性
おきゃくさま	名词	お客様	来宾
グラス	名词	グラス	玻璃杯
かぶき	代词	歌舞伎	歌舞伎(日本的传统戏剧）
きもち	名词	気持ち	心情
たくさん	代词	たくさん	很多
からい	代词	辛い	辣，咸
あまい	代词	甘い	甜
しおからい	名词	塩辛い	咸
すっぱい	名词	酸っぱい	酸
にがい	名词	苦い	苦
おいしい	代词	おいしい	美味，好吃
まずい	名词	まずい	不好吃，难吃
あつい	名词	あつい	热，烫
つめたい	代词	冷たい	凉
たのしい	代词	楽しい	愉快，高兴
おもしろい	代词	おもしろい	有趣，有意思
つまらない	名词	つまらない	无聊
ひろい	代词	広い	宽广，广阔
せまい	名词	狭い	狭窄
おおきい	代词	大きい	大
ちいさい	代词	小さい	小
いそがしい	代词	忙しい	忙碌
いい	代词	いい	好（咖啡）［コーヒーが～］
わるい	代词	悪い	坏
すばらしい	名词	すばらしい	极好，绝佳
とおい	代词	遠い	远
ちかい	代词	近い	近
たかい	代词	高い	高，贵
ひくい	代词	低い	低，矮
やすい	代词	安い	便宜
さむい	代词	寒い	寒冷
あつい	名词	暑い	天气）热
あおい	代词	青い	蓝色的
しろい	代词	白い	白色的
あたらしい	代词	新しい	新
ふるい	代词	古い	旧
むずかしい	代词	難しい	难
やさしい	代词	易しい	简单
おおい	代词	多い	〔人〕多，多［ひとが～］［人が～］
すくない	代词	少ない	〔人〕少，少［ひとが～］［人が～］
かわいい	名词	かわいい	可爱
あまり	代词	あまり	不太（用于否定句）
ぜんぜん	代词	全然	完全，一点也（用于否定句）
もみじ	代词	紅葉	红叶（秋天的各种变色叶）
こきょう	名词	故郷	故乡
とおり	名词	通り	大街
まち	代词	町	城市，城镇
ところ	代词	所	场所，地方
おみせ	名词	お店	餐馆；商店
にんぎょう	名词	人形	玩偶
さくひん	名词	作品	作品
ちょうこく	名词	彫刻	雕刻
じどうしゃ	代词	自動車	汽车
どうぐ	名词	道具	工具
さかな	代词	魚	鱼
おかし	名词	お菓子	点心
もの	代词	物	物品，东西
シーズン	名词	シーズン	季节
しゅうがくりょこう	名词	修学旅行	修学旅行
かんこうきゃく	名词	観光客	游客
さっか	名词	作家	作家
ぶちょう	代词	部長	经理，部长
へいじつ	名词	平日	平日，非休息日
ひ	代词	日	日，日子
せいかつ	代词	生活	生活
せかい	代词	世界	世界
はれ	名词	晴れ	晴天
あめ	代词	雨	雨，下雨
くもり	代词	曇り	阴天
ゆき	代词	雪	雪，下雪
きたない	名词	汚い	脏
どんな	代词	どんな	什么样的，怎样的
どう	代词	どう	怎样
そして	代词	そして	而且，还用（用于接续句子）
もうすこし	代词	もう少し	再多一些
うた	代词	歌	歌曲，歌
カラオケ	代词	カラオケ	卡拉OK
ロック	名词	ロック	摇滚乐
ポップス	名词	ポップス	流行音乐
クラシック	代词	クラシック	古典音乐
ピアノ	代词	ピアノ	钢琴
え	代词	絵	画
えいご	代词	英語	英语
スペインご	名词	スペイン語	西班牙语
スポーツ	代词	スポーツ	运动，体育（～をします：做运动）
すいえい	名词	水泳	游泳
ゴルフ	代词	ゴルフ	高尔夫球（～をします：打高尔夫球）
うんてん	名词	運転	开车
のみもの	代词	飲み物	饮料
おさけ	名词	お酒	酒，酒类
にく	代词	肉	肉
やさい	代词	野菜	蔬菜
くだもの	代词	果物	水果
ヒマワリ	名词	ヒマワリ	向日葵
バラ	名词	バラ	蔷薇，玫瑰
コンピュータ	名词	コンピュータ	计算机，电脑
まど	代词	窓	窗戶
けっこんしき	名词	結婚式	结婚典礼
しゃしんてん	名词	写真展	摄影展
りょかん	名词	旅館	旅馆，旅店
べっそう	名词	別荘	别墅
よせぎざいく	名词	寄木細工	木片儿拼花工艺品
もよう	名词	模様	花纹，纹案
がいこく	代词	外国	外国
かいぎ	代词	会議	会议（～をします：开会）
あし	名词	脚	腿
ぼく	代词	僕	我（男性用语，不如"わたし"礼貌）
できます	代词	できます	会，能够，可以
しめます	代词	閉めます	关闭（门、窗等）
つかれます	代词	疲れます	疲累
さんぽします	代词	散歩します	〔在公园〕散步
こわい	名词	怖い	害怕，恐怖
あかい	代词	赤い	红色的
いたい	名词	痛い	疼，疼痛
ときどき	代词	時々	时常，有时
よく	代词	よく	经常
また	代词	また	再，又
きせつ	代词	季節	季节
ふゆ	代词	冬	冬
はる	代词	春	春
にほんりょうり	名词	日本料理	日式饭菜
すし	名词	寿司	寿司
ナシ	名词	ナシ	梨
バナナ	名词	バナナ	香蕉
ミカン	名词	ミカン	橘子
しょうちゅう	名词	焼酎	烧酒
にほんしゅ	名词	日本酒	日本酒
こうちゃ	代词	紅茶	红茶
ウーロンちゃ	名词	ウーロン茶	乌龙茶
ジャスミンちゃ	名词	ジャスミン茶	茉莉花茶
りょくちゃ	名词	緑茶	绿茶
ジュース	代词	ジュース	果汁
にんき	名词	人気	声望，受欢迎
せき	名词	席	座位，席位
クラス	名词	クラス	班级
しゅるい	名词	種類	种类
せ	名词	背	个子
あに	代词	兄	（我）哥哥
さいきん	代词	最近	最近
おります	代词	降ります	下〔电车〕［でんしゃを～］［電車を～］
わかい	代词	若い	年轻
あたたかい	名词	暖かい	热乎，温暖
すずしい	代词	涼しい	凉
はやい	名词	速い	快
ずっと	代词	ずっと	～得多，～得很
にもつ	代词	荷物	行李
はがき	代词	はがき	明信片
きって	代词	切手	邮票
ひきだし	名词	引き出し	抽屉
アルバム	名词	アルバム	相册
タバコ	名词	タバコ	烟，烟草
まんが	名词	漫画	漫画
ガレージ	名词	ガレージ	车库，汽车房
しゅうり	名词	修理	修理
いざかや	名词	居酒屋	酒馆
なまビール	名词	生ビール	生啤
やきとり	名词	焼き鳥	烤鸡肉串
からあげ	名词	唐揚げ	炸鸡，油炸食品
にくじゃが	名词	肉じゃが	土豆炖肉
ボーリング	名词	ボーリング	保龄球
かみ	代词	髪	头发
ぞう	名词	象	象，大象
ひる	代词	昼	白天，中午
ほか	名词	ほか	另外，其他
かかります	代词	かかります	花费（金钱或时间）
およぎます	代词	泳ぎます	游泳
あそびます	代词	遊びます	玩，游乐
すいます	代词	吸います	吸（烟）［たばこを～］
きります	代词	切ります	剪，切
だいたい	代词	だいたい	大致，大概
ふなびん	代词	船便	船运
しょるい	名词	書類	文件，文稿
げんこう	名词	原稿	稿子，原稿
きじ	名词	記事	报道
メモ	名词	メモ	记录
えきまえ	名词	駅前	车站一带
はし	代词	橋	桥
かど	代词	角	转角
おうだんほどう	名词	横断歩道	人行横道
みぎ	代词	右	右（边）
ひだり	代词	左	左（边）
こうさてん	代词	交差点	十字路口
みち	代词	道	道路
ドア	代词	ドア	门
でんき	代词	電気	电，电灯
たいきょくけん	名词	太極拳	太极拳
あさごはん	名词	朝ご飯	早饭
ばんごはん	名词	晩ご飯	晚饭
バーベキュー	名词	バーベキュー	户外烧烤
いそぎます	代词	急ぎます	赶快，着急
まちます	代词	待ちます	等
うります	代词	売ります	卖，销售
はなします	代词	話します	讲，说
わたります	代词	渡ります	过（桥）［はしを～］［橋を～］
けします	代词	消します	关掉（电灯、冷气等）
あるきます	代词	歩きます	走〔路〕［みちを～］［道を～］
まがります	代词	曲がります	转向〔右边〕［みぎへ～］［右へ～］
あらいます	代词	洗います	洗
でます	代词	出ます	〔零钱〕出来［おつりが～］［お釣りが～］
でかけます	代词	出かけます	出门，外出
あけます	代词	開けます	打开（门、窗等）
みせます	代词	見せます	出示，让人看
つけます	代词	つけます	打开（电灯、冷气等）
おります	代词	降ります	下〔电车〕［でんしゃを～］［電車を～］
かいものします	代词	買い物します	购物，买东西
しょくじします	代词	食事します	用餐，吃饭
コピーします	代词	コピーします	影印
くらい	代词	暗い	昏暗
こう	名词	こう	红
そう	代词	そう	是的
それから	代词	それから	然后
ボート	名词	ボート	小船，小艇
ベンチ	名词	ベンチ	长椅，长凳
しやくしょ	代词	市役所	市政府
けいたいでんわ	名词	携帯電話	手机
きんえん	代词	禁煙	禁烟
かぜ	名词	風邪	感冒
ねつ	代词	熱	发烧
すいみん	名词	睡眠	睡眠
おふろ	名词	お風呂	澡堂，浴室
やっきょく	名词	薬局	药店
クーラー	名词	クーラー	空调
ひ	名词	火	火
き	名词	気	气；心情，情绪；精神
うちあわせ	名词	打ち合わせ	事先商量，碰头，商洽
むり	名词	無理	勉强，难以办到
ちゅうしゃきんし	名词	駐車禁止	禁止停车
たちいりきんし	名词	立入禁止	禁止进入
かきげんきん	名词	火気厳禁	严禁烟火
さつえいきんし	名词	撮影禁止	禁止拍照
のります	代词	乗ります	搭乘〔电车〕［でんしゃに～］［電車に～］
つかいます	代词	使います	使用，用
すわります	代词	座ります	坐
はいります	代词	入ります	洗澡［おふろに～］
うたいます	代词	歌います	唱
とめます	代词	止めます	停止，停车
あたたかい	名词	暖かい	热乎，温暖
ゆっくり	代词	ゆっくり	慢慢地
きをつけます	代词	気をつけます	小心〔车辆〕，注意〔车辆〕［くるまに～］［車に～］
そうさ	名词	操作	操作，操纵
きかい	代词	機械	机械，机器
りょこうがいしゃ	名词	旅行会社	旅行社
こうくうがいしゃ	名词	航空会社	航空公司
えいぎょうぶ	名词	営業部	营业部
アイティーさんぎょう	名词	ＩＴ産業	IT产业，信息技术产业
せいひん	代词	製品	产品
けんちくか	名词	建築家	建筑师
せっけい	名词	設計	设计
デザイン	代词	デザイン	设计
かたち	名词	形	造型，形状，形式
さいしん	名词	最新	最新
ネクタイ	代词	ネクタイ	领带
さいふ	名词	財布	钱包
かわ	名词	革	革，皮革
ぬの	名词	布	布，布匹
すいとう	名词	水筒	水壶，水筒
みどり	代词	緑	绿色，绿意
あし	代词	足	脚，腿
ゆび	名词	指	手指，指头
め	代词	目	眼睛
はな	名词	鼻	鼻，鼻子
かお	代词	顔	脸
あたま	代词	頭	头
アイディーカード	名词	ＩＤカード	身份证件
まちがい	名词	間違い	错误，失误
もんだい	代词	問題	问题
こうこく	名词	広告	广告
かんばん	名词	看板	牌子
てんじじょう	名词	展示場	展览会场
にゅうじょうりょう	名词	入場料	门票，进场费
サービス	代词	サービス	服务
てんじょう	名词	天井	天棚
けいび	名词	警備	戒备，警备
クリスマスツリー	名词	クリスマスツリー	圣诞树
オーストラリアじん	名词	オーストラリア人	澳大利亚人
